Course	Lesson	Exercise	Student	Instructor	Date	isCorrect	isError	Command	ErrorMassage
INTRO	INTRO1	26	signoret	FSI2017	Mon Jun 12 16:14:57 2017	TRUE	FALSE	a missing value	
