Course	Lesson	Exercise	Student	Instructor	Date	isCorrect	isError	Command	ErrorMassage
INTRO	INTRO1	22	signoret	FSI2017	Mon Jun 12 16:13:12 2017	TRUE	FALSE	year <- seq(from = 1950, to = 2010, by = 10)	
