Course	Lesson	Exercise	Student	Instructor	Date	isCorrect	isError	Command	ErrorMassage
INTRO	INTRO1	5	haixiaow	FSI2017	Thu Jun 15 10:01:55 2017	TRUE	FALSE	8 - 2	
