Course	Lesson	Exercise	Student	Instructor	Date	isCorrect	isError	Command	ErrorMassage
CAUSALITY	CAUSALITY1	4	haixiaow	FSI2017	Thu Jun 15 10:55:14 2017	TRUE	FALSE	TRUE | FALSE != FALSE	
