Course	Lesson	Exercise	Student	Instructor	Date	isCorrect	isError	Command	ErrorMassage
CAUSALITY	CAUSALITY1	9	haixiaow	FSI2017	Thu Jun 15 10:56:36 2017	TRUE	FALSE	dim(resume)	
